// 2020.12.24 연습랭크 혼합, Last Modified 20201227
소시지야채볶음;9;소시지,양파,당근;0:방어 +1,8:+15;70,15,15
야채볶음;9;양배추,당근,양파;2:+10,3:+10,6:+6;45,30,25
양송이볶음;9;양송이,마늘,소금;2:+12,6:+10;63,27,10
양송이볶음L;9;양송이,마늘;2:+12,6:+10;148,71,29,0
양파볶음;9;양파,마늘,소금;3:+12,6:+10;47,40,13
양파볶음L;9;양파,마늘;3:+12,6:+10;55,45,0
우정의새우볶음밥;9;새우볶음밥,새우튀김,쿠킹포션;0:마법효과,1:+8,3:+8,6:+9;50,30,20
크라켄볶음모둠;9;크라켄뽈뽀,타바스코프라이드크라켄,크라켄먹물파스타;0:방어 마법방어 +25 보호 마법보호 +4 모든 능력치 +60;35,35,30
파스타재료모둠;9;양파,마늘,베이컨;0:요리재료;45,15,40
파인애플볶음밥;9;밥,파인애플,우스터소스;0:보호 +1 마법보호 +1,6:+60;65,25,10
팝콘;9;옥수수,버터,소금;1:+10,2:+8,3:+10,4:+8,6:+15;80,15,5,

// 8 랭크 파스타 만들기
까르보나라;8;롱파스타,생크림,파스타재료모둠;7:-10,8:+15;80,3,17
롱파스타;8;파스타반죽,물이든병;0:요리재료;20,80,0
봉골레;8;쇼트파스타,올리브유,조개;2:-20,6:+20;80,2,18
빠네;8;빵,롱파스타,생크림;4:+5,6:+12;50,45,5
쇼트파스타;8;파스타반죽,물이든병,달걀;0:요리재료;76,19,5
아마트리치아나;8;쇼트파스타,토마토소스,매운고추;6:+15,8:-8;80,18,2
알리오올리오;8;롱파스타,올리브유,마늘;6:-10,7:+17;80,5,15
크라켄먹물파스타;8;크라켄먹물,마늘,올리브유;0:모든 능력치 +50;75,15,10
크림파르팔레;8;쇼트파스타,크림소스,후추;1:+8,2:+8,3:+20,4:+20,6:+20;63,32,5
크림파르팔레L;8;쇼트파스타,크림소스;1:+8,2:+8,3:+20,4:+20,6:+20;67,33,0
토마토스파게티;8;롱파스타,토마토소스,후추;1:+10,2:+4,3:+30,4:+10,6:+15;63,32,5
토마토스파게티L;8;롱파스타,토마토소스;1:+10,2:+4,3:+30,4:+10,6:+15;66,34,0
토마토페스카토레;8;롱파스타,토마토,양파;1:+30,8:+30;55,25,20
파스타반죽;8;밀가루,달걀;0:요리재료;67,33,0
해물스파게티;8;롱파스타,해물소스,후추;1:+5,2:+12,3:+25,4:+15,6:+30;63,32,5
해물스파게티L;8;롱파스타,해물소스;1:+5,2:+12,3:+25,4:+15,6:+30;66,34,0

// 7 랭크 잼 만들기
가락엿;7;쌀,엿기름,물이든병;1:+15;7,73,20
딸기잼;7;딸기,설탕,레몬즙;10:7;60,35,5
땅콩버터잼;7;땅콩,올리브유,소금;10:7;65,30,5
땅콩버터잼A;7;땅콩,올리브유,설탕;10:7;65,30,5
땅콩버터잼L;7;땅콩,올리브유;10:7;68,32,0
레몬잼;7;레몬,설탕;1:-20,6:+30;80,20,0
매실청;7;매실,설탕;1:+10,6:+10;59,41,0
블루베리잼;7;블루베리,설탕;1:+8,6:+18;70,30,0
사과잼;7;사과,설탕,소금;10:7;65,30,5
오렌지마멀레이드;7;오렌지,설탕,물이든병;4:+8,6:+15;70,25,5
주니퍼젤리;7;주니퍼베리,설탕;3:+10,5:+15,6:+5;30,70,0
초콜릿;7;재료초콜릿,생크림,설탕;1:+4,2:+4,6:+12;42,41,17
포도잼;7;포도,설탕,소금;10:7;50,45,5
포도잼L;7;포도,설탕;10:7;52,48,0
할로윈유령젤리;7;젤라틴,레몬;2:+10;85,15,0
할로윈호박사탕;7;청둥호박,설탕,물엿;6:+5,7:+5;30,50,20
할로윈호박젤리;7;젤라틴,청둥호박;1:+10;85,15,0
할로윈호박초콜릿;7;청둥호박,재료초콜릿,생크림;7:+10;30,50,20
호박잼;7;청둥호박,설탕,레몬즙;10:7;67,28,5
호박잼L;7;청둥호박,설탕;10:7;70,30,0

// 6 랭크 파이 만들기
고구마파이;6;파이틀,고구마,달걀;4:+5,6:+12;35,55,10
미트파이;6;파이틀,커다란고기덩어리,고기양념;4:+5,5:+5,6:+15;50,38,12
아몬드딸기잼타르트;6;타르트틀,딸기잼,아몬드;3:+10,8:+15;50,40,10
아몬드파이;6;파이틀,아몬드,달걀;2:+7,7:+10;50,45,5
애플파이;6;파이틀,사과,설탕;5:+30;45,45,10
에그타르트;6;타르트틀,물이든병,달걀;6:+14,10:7;40,30,30
월병;6;밀가루빵반죽,팥소,땅콩;1:+1,6:+7;50,35,15
큰월병;6;월병,팥소,땅콩;1:+8,6:+15;70,20,10
타르트틀;6;밀가루,버터,달걀;0:요리재료;60,30,10
트뤼프파이;6;파이틀,송로버섯;0:요리재료;75,25,0
특대월병;6;큰월병,팥소,땅콩;0:보호 +1,1:+10,2:+12,3:+10,6:+15;80,12,8
파이틀;6;밀가루,우유,달걀;0:요리재료;70,20,10
피칸파이;6;파이틀,피칸,달걀;4:+20,10:6;35,35,30
할로윈호박파이;6;파이틀,단호박퓌레,아몬드;6:+10;45,35,20
호두파이;6;파이틀,호두,버터;4:+40;45,45,10
호박타르트;6;타르트틀,청둥호박,생크림;7:+30;50,40,10

// 5 랭크 찌기
가지찜;5;가지,소금,마늘;7:10;95,2,3
계란찜;5;달걀,물이든병,소금;5:9,6:7;88,11,1
단호박갈비찜;5;단호박,고기조각,고기양념;1:+10,6:+20;80,17,3
단호박해물찜;5;단호박,낙지,새우;2:+15,7:+15;75,15,10
돼지갈비찜;5;커다란고기덩어리,야채모둠,고기양념;2:+8,3:+5,4:+5,6:+28;70,10,20
메기조개찜;5;메기,조개,마늘;4:+35,6:+33;50,40,10
버섯조개찜;5;개암버섯,조개,소금;0:G23;45,45,10
버섯찜;5;개암버섯,물이든병,소금;3:+5,5:+5,6:+18;60,30,10
브리흐네잉어찜;5;브리흐네잉어,소금,물이든병;1:+6,6:+12;75,8,17
샥스핀찜;5;청상아리,샐러리,물이든병;1:+30,3:+30;40,24,36
송어찜;5;무지개송어,타임,물이든병;2:+7,3:+5,5:+5,6:+22;54,37,9
송편;5;쌀,물이든병,설탕;1:+10,3:+15;75,18,7
아귀찜;5;아귀,샐러리;1:+10,4:+15,6:+26;60,40,0
야채찜닭;5;닭고기,야채모둠,고기양념;4:+14,8:+14;75,20,5
양배추콩찜;5;양배추,콩,물이든병;4:+2,6:+14;60,20,20
자숙크라켄;5;크라켄다리살,레몬즙;7:+200;80,20,0
찐만두;5;밀가루,고기조각,부추;8:+15;50,45,5
하얀떡;5;쌀,물이든병;6:+12;90,10,0

// 4 랭크 피자 만들기
고르곤졸라;4;담백한피자도우,커다란치즈덩어리,마늘;2:+10,7:+60;41,41,18
담백한피자도우;4;밀가루빵반죽;0:요리재료;100,0,0
마르게리따;4;토마토소스피자도우,바질,치즈조각;3:+35,6:+35,7:+20;40,30,30
베지터블피자;4;토마토소스피자도우,야채모둠,치즈조각;3:+30,6:+55,8:+30;39,44,17
쉬림프피자;4;토마토소스피자도우,새우,치즈조각;4:+30,6:+50;40,38,22
스위트포테이토피자;4;담백한피자도우,고구마,치즈조각;3:+10,7:+60;40,36,24
스테이크피자;4;토마토소스피자도우,수제등심햄,치즈조각;0:마법공격력 +1,2:+10,7:+55;37,45,18
초콜릿피자;4;담백한피자도우,재료초콜릿,마시멜로;0:최소데미지 +1,1:+15,6:+50;40,41,19
칼초네;4;토마토소스피자도우,베이컨,치즈조각;1:+35,6:+40,7:+15;41,32,27
쿠르클레피자;4;토마토소스피자도우,파인애플,수제등심햄;0:방어 +5,1:+40,5:+10,6:+20;37,26,37
타라딥디쉬;4;토마토소스피자도우,커다란치즈덩어리,파프리카;0:보호 +1,2:+25,8:+40;40,42,18
토마토소스피자도우;4;밀가루빵반죽,토마토소스;0:요리재료;88,12,0
페퍼로니피자;4;토마토소스피자도우,살라미,치즈조각;0:방어 +3,4:+30,8:+55;42,38,20
포카치아;4;밀가루빵반죽,타임,올리브유;5:+30,6:+55;66,19,15
핫치킨피자;4;토마토소스피자도우,닭날개,치즈조각;6:+30,7:+30,8:+50;42,37,21
향긋한버섯피자;4;토마토소스피자도우,개암버섯,치즈조각;0:마법방어 +3,5:+30;44,39,17

// 3 랭크 발효
고추장;3;물이든병,엿기름,고추가루;0:요리재료;69,12,19
낫토;3;삶은콩,간장;0:방어 +2,1:+30,6:+55,8:+25;91,9,0
달걀피클;3;삶은달걀,식초,설탕;0:방어 +3 보호 +1,6:+60;71,16,13
딸기요거트;3;우유,딸기잼;0:방어 +2,4:+25,6:+65;78,22,0
벌꿀요거트;3;우유,신선한벌꿀;2:+25,7:+55,8:+15;88,12,0
블루베리요거트;3;우유,블루베리잼;0:방어 +2,3:+25,7:+65;77,23,0
사우어크라우트;3;양배추,소금,식초;0:마법방어 +1,2:+30,7:+45;77,9,14
살라미;3;고기조각,소금,고기양념;0:요리재료;80,10,10
식초;3;물이든병,설탕,사과;0:요리재료;70,15,15
앤초비;3;청어,소금,올리브유;0:요리재료;85,9,6
오이피클;3;오이,물이든병,식초;0:마법방어 +2 마법보호 +1,7:+60;71,14,15
와인식초;3;물이든병,이멘마하산와인,포도;0:요리재료;70,20,10
우메보시;3;매실,소금,설탕;0:방어 +1,1:+40,3:+25;70,15,15
플레인요거트;3;우유;5:+25,8:+60;100,0,0
하우카르틀;3;민물거대육식어류,후추;4:+100,8:+10;95,5,0

// 2 랭크 수비드
고등어조림;2;고등어,간장,레몬즙;1:+30,3:+15,6:+25;81,14,5
고등어카레구이;2;고등어,카레가루,밀가루;2:+30,3:+15,8:+45;81,12,7
닭가슴살샐러드;2;닭고기,샐러리샐러드,와인식초;2:+25,7:+50;65,29,6
닭가슴살유린기;2;닭고기,매운고추,양배추;0:방어 +2,1:+34,5:+19;77,8,15
돼지보쌈;2;커다란고기덩어리,부추,양배추;0:방어 +1 마법방어 +1,6:+34,7:+14;80,12,8
따끈한온천달걀;2;달걀,물이든병,간장;3:+55,5:+25,7:+30;86,10,4
버섯장조림;2;고기조각,개암버섯,간장;1:+10,2:+20,6:+20;32,55,13
수비드소갈비찜;2;쇠고기,매운고추,고기양념;4:+35,6:+40,7:+20;83,8,9
수비드오일파스타;2;롱파스타,올리브유,키조개;0:방어 +4,1:+25,6:+40;79,9,12
수제등심햄;2;커다란고기덩어리,후추,버터;0:방어 +3,8:+65;85,6,9
스쿠압틴산빨판다이어트수비드;2;크라켄빨판,레몬즙,후추;3:+100;70,15,15
연어오야코동;2;라노산연어,밥,레몬;0:보호 +1,6:+30,7:+40;49,47,4
오야코동;2;닭고기,달걀,밥;6:+30,7:+30;40,20,40
채끝살스테이크;2;쇠고기,야채볶음,우스터소스;0:최대데미지 +1,6:+35;76,15,9
촉촉한연어스테이크;2;라노산연어,올리브유,타임;0:마법방어 +3,4:+30,8:+25;90,5,5
탱글탱글커스터드푸딩;2;달걀,우유,생크림;2:+20,3:+30,7:+10,8:+30;68,20,12
풀드포크샌드위치;2;커다란고기덩어리,식빵,야채모둠;0:마법공격력 +1,7:+44;38,28,34

// 1 랭크 저미기
갈치회;1;갈치,초장;0:마법방어 +2,5:+10,7:+45;92,8,0
문어숙회;1;삶은문어,초장;0:방어 +3,6:+45,7:+25;90,10,0
바닷가재회;1;바닷가재,간장,레몬즙;1:+35,6:+50;88,7,5
복어회;1;복어,해독포션,물이든병;0:보호 +1,4:+30,7:+40;82,10,8
부리토;1;수제등심햄,야채모둠,토르티야;0:방어 +4,1:+25,8:+50;60,20,20
새우회;1;새우,초장;6:+55,7:+10,8:+10;89,11,0
소풍용치킨케밥;1;닭고기,파프리카,토르티야;0:마법보호 +1,3:+40,7:+30;55,25,20
송어회;1;무지개송어,초장;0:마법보호 +1,8:+75;87,13,0
쉬쉬케밥;1;고기조각,파프리카,토마토;0:방어 +1,5:+30,6:+40;77,12,11
연어회;1;라노산연어,초장;0:방어 +3 보호 +1,6:+20,7:+55;90,10,0
육회;1;커다란고기덩어리,달걀;3:+15,6:+65;86,14,0
이스켄데르케밥;1;커다란고기덩어리,빵,플레인요거트;2:+34,6:+49,7:+24;70,19,11
장어회;1;벨바스트장어,초장;3:+10,6:+10,8:+55;88,12,0
참치회;1;황다랑어,초장;6:+15,7:+50,8:+20;91,9,0
